,index,prompt,class,environment,weather,amount
4647,4647,"

A cloudy bus station with three trucks parked in a row. The sky is overcast, casting a grayish hue over the scene. The trucks are of different colors: one is rust-red, another is bright blue, and",truck,bus_station,cloudy,Multiple
4648,4648,"

A single red truck in a bus station, rain pouring down on its metallic surface.",truck,bus_station,rainy,Single
4649,4649,"

Two trucks at a bus station, rainy weather. Gray and rusted trucks, puddles forming on the asphalt, raindrops hitting the windshields, umbrellas open nearby.",truck,bus_station,rainy,Two
4650,4650,"Three trucks huddled together at the bus_station, rain pouring down on their metal bodies, creating a rhythmic pitter-patter sound. The trucks were a mix of rusty red, weathered blue, and faded green,",truck,bus_station,rainy,Three
4651,4651,"

A red truck submerged in a puddle at the bus station during a heavy rainstorm.
A rusty old truck hidden under a rain-soaked tarp at the bus station.
A yellow school bus-sized",truck,bus_station,rainy,Multiple
4652,4652,"

A single red truck in a bus station, weathered by a storm. Rain pours down, creating puddles around the vehicle. The wind howls, causing the tarp covering the truck bed to flap wildly. The",truck,bus_station,stormy,Single
4653,4653,"

Two trucks at a bus station during a stormy weather. The rain pours down in sheets, obscuring the view of the surrounding buildings. The wind howls through the air, causing the trees to sway violently. The trucks are",truck,bus_station,stormy,Two
4654,4654,"Three trucks huddled together at the bus_station, weathered by the storm. The rain pelted down, turning the ground into a muddy mess. The wind howled, whipping up the water and debris. The trucks'",truck,bus_station,stormy,Three
4655,4655,"

A red semi-truck submerged in a flooded bus station during a storm.
A rusty pickup truck abandoned in a desolate bus station amidst a stormy downpour.
A yellow delivery truck over",truck,bus_station,stormy,Multiple
4656,4656,"

A single red truck idling at the bus station, surrounded by falling snow.",truck,bus_station,snowy,Single
4657,4657,"

Two trucks at a bus station, covered in snow.",truck,bus_station,snowy,Two
4658,4658,Three trucks in a snowy bus station.,truck,bus_station,snowy,Three
4659,4659,"

A red truck idling at the bus station, surrounded by a blanket of fresh snow. A blue truck with snow-covered tires parked next to it, its windows steamed up. A yellow truck, its headlights on, waiting for",truck,bus_station,snowy,Multiple
4660,4660,"

A single truck in a bus station, shrouded by fog. Its metallic surface reflects the dim light, creating an ethereal glow. The fog clings to the truck's wheels, giving them an otherworldly appearance",truck,bus_station,foggy,Single
4661,4661,"

Two trucks in a bus station shrouded in fog.",truck,bus_station,foggy,Two
4662,4662,Three trucks in a bus_station shrouded in fog.,truck,bus_station,foggy,Three
4663,4663,"

A foggy bus station with a parked truck shrouded in mist. The truck's metallic surface reflects the dim light, creating an ethereal glow. The fog clings to the truck's wheels, giving them an",truck,bus_station,foggy,Multiple
4664,4664,"

A single red truck in a bus station, weathered by the wind.",truck,bus_station,windy,Single
4665,4665,"

Two trucks at a bus station, weather windy. One is red with gray stripes, the other blue with white stars. The wind whips up dust and debris, making the scene hazy and chaotic. The red truck'",truck,bus_station,windy,Two
4666,4666,Three trucks at a bustling bus_station during a windy day.,truck,bus_station,windy,Three
4667,4667,"

A red semi-truck with trailers, parked at a windy bus station.
A blue garbage truck, abandoned at a gusty bus station.
An old yellow delivery truck, idling at a blustery bus",truck,bus_station,windy,Multiple
4668,4668,"

A single red truck in a bustling bus station under clear skies.",truck,bus_station,clear,Single
4669,4669,"

Two trucks at a bustling bus station, engines idling quietly, under the clear, azure sky. Their metallic bodies gleamed in the sunlight, reflecting off the asphalt. One was a deep red color, the",truck,bus_station,clear,Two
4670,4670,Three trucks at a bustling bus station under clear skies.,truck,bus_station,clear,Three
4671,4671,"

Clear weather at the bus station. A red and white striped truck with a sunroof is parked next to a green and yellow one. Both trucks have their engines off and their doors closed. The sun casts long shadows on the",truck,bus_station,clear,Multiple
4672,4672,"

A single red truck idling at the bus station under a gray drizzle.",truck,bus_station,drizzle,Single
4673,4673,"

Two trucks at a bus station in the drizzle.",truck,bus_station,drizzle,Two
4674,4674,Three trucks at a bustling bus_station during a drizzle.,truck,bus_station,drizzle,Three
4675,4675,"

A red truck idling at the bus station, tires splashing in the puddles during a drizzle.
A rusty blue truck parked at the bus station, windshield wipers swiping back and forth in",truck,bus_station,drizzle,Multiple
4676,4676,"

A single red truck, parked at the bus station, under the heavy rain. The raindrops hitting the metal body create a rhythmic sound, while the windshield wipers work tirelessly to clear the view. The truck'",truck,bus_station,heavy_rain,Single
4677,4677,"

Two trucks at a bus station during heavy rain. The trucks' metallic surfaces glisten with rainwater, reflecting the dimly lit surroundings. The windshields are streaked with rain, making it difficult to see through them",truck,bus_station,heavy_rain,Two
4678,4678,"Three trucks huddled together at the bus_station, weathered under the heavy_rain.",truck,bus_station,heavy_rain,Three
4679,4679,"

A red truck submerged in a flooded bus station during heavy rain.
A rusty truck abandoned in a desolate bus station under heavy rain.
A yellow school bus-sized truck leaking oil in a crowded bus station",truck,bus_station,heavy_rain,Multiple
4680,4680,"

A red pickup truck parked at a sun-drenched train station.",truck,train_station,sunny,Single
4681,4681,"

Two trucks at a train station under a sunny sky.",truck,train_station,sunny,Two
4682,4682,Three trucks at a sunlit train station.,truck,train_station,sunny,Three
4683,4683,"

A red truck at a sun-drenched train station.
A blue and yellow striped truck among sunflowers at the train station.
An old rusty truck in the shade of a sunny train station.
A",truck,train_station,sunny,Multiple
4684,4684,"

A single red truck at a train station under cloudy skies.",truck,train_station,cloudy,Single
4685,4685,"

Two trucks at a train station, shrouded in cloudy weather.",truck,train_station,cloudy,Two
4686,4686,"

Three trucks at a train station, shrouded in cloudy weather.",truck,train_station,cloudy,Three
4687,4687,"

A cloudy train station. A red truck with a tarpaulin cover, parked next to a green one. Both trucks have rusted metal bodies and faded logos. The sky is overcast, with occasional drizzle.",truck,train_station,cloudy,Multiple
4688,4688,"

A single red truck in a train station, rain pours down from the gray sky, creating puddles on the platform.",truck,train_station,rainy,Single
4689,4689,"

Two trucks at a train station, rainy weather. Gray and rusted trucks, puddles forming around them, raindrops cascading from their metal bodies. Umbrellas nearby, used by people hurrying to find",truck,train_station,rainy,Two
4690,4690,Three trucks at a train station during rainy weather.,truck,train_station,rainy,Three
4691,4691,"

A red truck submerged in a puddle at a rain-soaked train station.
A rusty truck hidden under a rain-drenched train station awning.
A blue semi-truck parked at",truck,train_station,rainy,Multiple
4692,4692,"

A single red truck in a train station, weathered by a storm. Rain pours down, creating puddles around the truck's tires. The wind howls, causing the tarp covering the truck bed to flap wild",truck,train_station,stormy,Single
4693,4693,"

Two trucks at a train station during a stormy weather. The rain pours down in sheets, obscuring the view of the surrounding area. The trucks are drenched, their metallic surfaces glistening in the dim light.",truck,train_station,stormy,Two
4694,4694,Three trucks at a train station during a stormy weather.,truck,train_station,stormy,Three
4695,4695,"

A red semi-truck submerged in a flooded train station during a storm.
A rusty pickup truck abandoned on the platform amidst pouring rain and thunder.
A yellow delivery truck overturned near the",truck,train_station,stormy,Multiple
4696,4696,"

A red truck idling at a snowy train station, steam rising from its hood.",truck,train_station,snowy,Single
4697,4697,"

Two trucks at a train station, covered in snow.",truck,train_station,snowy,Two
4698,4698,Three trucks at a snowy train station.,truck,train_station,snowy,Three
4699,4699,"

A red truck abandoned at a snowy train station, its tires caked with ice. A blue semi-truck idling nearby, its exhaust puffing out white clouds in the frigid air. A yellow delivery truck parked",truck,train_station,snowy,Multiple
4700,4700,"

A single truck in the train station, shrouded by fog. Its metallic surface reflects the dim light, creating an ethereal glow. The fog clings to the truck's wheels, giving the illusion of hovering above",truck,train_station,foggy,Single
4701,4701,"

Two trucks at a train station, shrouded in fog.",truck,train_station,foggy,Two
4702,4702,"

Three trucks at a train station, shrouded in fog.",truck,train_station,foggy,Three
4703,4703,"

A foggy train station with a parked truck shrouded in mist. The truck's metallic surface reflects the dim light, creating an ethereal glow. The fog clings to the truck's wheels, giving them an",truck,train_station,foggy,Multiple
4704,4704,"

A red truck at a train station, weathered by the wind.",truck,train_station,windy,Single
4705,4705,"

Two trucks at a train station, weather windy.

A pair of trucks parked near the train station, under the influence of a windy day.",truck,train_station,windy,Two
4706,4706,Three trucks at a windy train station.,truck,train_station,windy,Three
4707,4707,"

A red truck at a train station, surrounded by autumn leaves, with a windy weather.
A blue and yellow striped truck in a snowy train station.
A green truck in a train station, with sun rays filter",truck,train_station,windy,Multiple
4708,4708,"

A single red truck at a train station under clear skies.
A lone blue truck parked near the train station with clear weather.
A solitary yellow truck in the train station during clear conditions.
An only green truck at",truck,train_station,clear,Single
4709,4709,"

Two trucks at a train station under clear skies.",truck,train_station,clear,Two
4710,4710,Three trucks at a train station under clear skies.,truck,train_station,clear,Three
4711,4711,"

A red truck parked at the train station under clear skies.
A blue and yellow striped truck next to a train platform with clear weather.
A green truck with a sunroof at the train station during a clear day.",truck,train_station,clear,Multiple
4712,4712,"

A single red truck idling at the train station under a gray drizzle.",truck,train_station,drizzle,Single
4713,4713,"

Two trucks at a train station during drizzle.",truck,train_station,drizzle,Two
4714,4714,Three trucks at a train station during drizzle.,truck,train_station,drizzle,Three
