,prompt,class,environment,weather,amount
1531,"

A small boat bobbing in the anchorage, tethered to a buoy, as the wind whips up the water around it, creating whitecaps.",small boat,anchorage area,windy,Multiple
1532,Clear sky. A small boat at anchor in the calm anchorage.,small boat,anchorage area,clear,Single
1533,Two small boats at anchor in a clear bay.,small boat,anchorage area,clear,Two
1534,Three small boats at anchor in a clear bay.,small boat,anchorage area,clear,Three
1535,"Clear sky, small boat at anchor.",small boat,anchorage area,clear,Multiple
1536,"

A single pedal boat in the port under a sunny sky.",pedal boat,port,sunny,Single
1537,Two pedal boats in a sunny port.,pedal boat,port,sunny,Two
1538,Three pedal boats in a sunny port.,pedal boat,port,sunny,Three
1539,"

A sunny day at the port with several pedal boats anchored.",pedal boat,port,sunny,Multiple
1540,"

A single pedal boat in the port under cloudy weather.",pedal boat,port,cloudy,Single
1541,Two pedal boats in a port during cloudy weather.,pedal boat,port,cloudy,Two
1542,Three pedal boats in a port during cloudy weather.,pedal boat,port,cloudy,Three
1543,"

Cloudy port with several pedal boats moored.",pedal boat,port,cloudy,Multiple
1544,"

A single pedal boat in the port during rainy weather.",pedal boat,port,rainy,Single
1545,Two pedal boats in a port during rainy weather.,pedal boat,port,rainy,Two
1546,Three pedal boats in a port during rainy weather.,pedal boat,port,rainy,Three
1547,"

A pedal boat moored in the port during a rainy day.",pedal boat,port,rainy,Multiple
1548,"

A single pedal boat in the port during a stormy weather.",pedal boat,port,stormy,Single
1549,Two pedal boats in a port during a storm.,pedal boat,port,stormy,Two
1550,Three pedal boats in a port during a storm.,pedal boat,port,stormy,Three
1551,"

A pedal boat anchored in the port, waves crashing against its sides in the stormy weather.",pedal boat,port,stormy,Multiple
1552,"

A pedal boat in the port, shrouded in snowfall.",pedal boat,port,snowy,Single
1553,Two pedal boats in a snowy port.,pedal boat,port,snowy,Two
1554,Three pedal boats in a port during a snowstorm.,pedal boat,port,snowy,Three
1555,"

A pedal boat anchored in the port, surrounded by snowdrifts. The water was frozen, creating a still and serene scene. The boat's red and white paint was covered in a thick layer of snow, making it",pedal boat,port,snowy,Multiple
1556,"

A single pedal boat in the port, shrouded by fog.",pedal boat,port,foggy,Single
1557,Two pedal boats in a port shrouded in fog.,pedal boat,port,foggy,Two
1558,Three pedal boats in a port shrouded by fog.,pedal boat,port,foggy,Three
1559,"

A pedal boat anchored in the port, shrouded in fog.",pedal boat,port,foggy,Multiple
1560,"

A single pedal boat anchored in the port, battling against the windy waves.",pedal boat,port,windy,Single
1561,Two pedal boats in a port during windy weather.,pedal boat,port,windy,Two
1562,Three pedal boats in a port during windy weather.,pedal boat,port,windy,Three
1563,"

A pedal boat anchored in the port, bobbing up and down in the windy waters. The sail flaps wildly in the gusts, threatening to tear free. The waves crash against the sides, spraying water",pedal boat,port,windy,Multiple
1564,Clear day. Single pedal boat in the port.,pedal boat,port,clear,Single
1565,Two pedal boats in a clear port.,pedal boat,port,clear,Two
1566,Three pedal boats in a clear port.,pedal boat,port,clear,Three
1567,"

Clear day at the port. Several pedal boats moored.",pedal boat,port,clear,Multiple
1568,"

A single pedal boat in the harbor under a sunny sky.",pedal boat,harbor,sunny,Single
1569,Two pedal boats in a harbor under a sunny sky.,pedal boat,harbor,sunny,Two
1570,Three pedal boats in a sunny harbor.,pedal boat,harbor,sunny,Three
1571,"

A sunny day at the harbor with several pedal boats anchored in the calm water.",pedal boat,harbor,sunny,Multiple
1572,"

A single pedal boat in the harbor under cloudy weather.",pedal boat,harbor,cloudy,Single
1573,Two pedal boats in a harbor under cloudy weather.,pedal boat,harbor,cloudy,Two
1574,Three pedal boats in a harbor under cloudy weather.,pedal boat,harbor,cloudy,Three
1575,"

Cloudy harbor with several pedal boats anchored.",pedal boat,harbor,cloudy,Multiple
1576,"

A single pedal boat in the harbor during rainy weather.",pedal boat,harbor,rainy,Single
1577,Two pedal boats in a harbor during rainy weather.,pedal boat,harbor,rainy,Two
1578,Three pedal boats in a harbor during rainy weather.,pedal boat,harbor,rainy,Three
1579,"

A pedal boat anchored in the harbor during a rainy day.",pedal boat,harbor,rainy,Multiple
1580,"

A single pedal boat in the harbor during a stormy weather.",pedal boat,harbor,stormy,Single
1581,Two pedal boats in a harbor during a storm.,pedal boat,harbor,stormy,Two
1582,Three pedal boats in a harbor during a storm.,pedal boat,harbor,stormy,Three
1583,"

A pedal boat anchored in the harbor during a stormy weather.",pedal boat,harbor,stormy,Multiple
1584,"

A pedal boat in the harbor under a snowy sky.",pedal boat,harbor,snowy,Single
1585,Two pedal boats in a harbor under snowy weather.,pedal boat,harbor,snowy,Two
1586,Three pedal boats in a harbor under snowy weather.,pedal boat,harbor,snowy,Three
1587,"

A pedal boat anchored in the harbor, surrounded by snowflakes gently falling from the sky.",pedal boat,harbor,snowy,Multiple
1588,"

A single pedal boat in the harbor amidst foggy conditions.",pedal boat,harbor,foggy,Single
1589,Two pedal boats in a harbor shrouded in fog.,pedal boat,harbor,foggy,Two
1590,Three pedal boats in a harbor shrouded in fog.,pedal boat,harbor,foggy,Three
1591,"

A pedal boat bobbing in the foggy harbor.",pedal boat,harbor,foggy,Multiple
1592,Pedal boat in the harbor on a windy day.,pedal boat,harbor,windy,Single
1593,Two pedal boats in a harbor during windy weather.,pedal boat,harbor,windy,Two
1594,Three pedal boats in a harbor during windy weather.,pedal boat,harbor,windy,Three
1595,Multiple pedal boats in a harbor during a windy day.,pedal boat,harbor,windy,Multiple
1596,Clear day in a harbor. A single pedal boat.,pedal boat,harbor,clear,Single
1597,Two pedal boats in a clear harbor.,pedal boat,harbor,clear,Two
1598,Three pedal boats in a clear harbor.,pedal boat,harbor,clear,Three
1599,"

Clear day in the harbor. Several pedal boats anchored.",pedal boat,harbor,clear,Multiple
1600,"

A single pedal boat in the marina on a sunny day.",pedal boat,marina,sunny,Single
1601,Two pedal boats in a marina under a sunny sky.,pedal boat,marina,sunny,Two
1602,Three pedal boats in a marina under a sunny sky.,pedal boat,marina,sunny,Three
1603,"

A sunny marina filled with pedal boats.",pedal boat,marina,sunny,Multiple
1604,"

A pedal boat anchored in the marina under cloudy weather.",pedal boat,marina,cloudy,Single
1605,Two pedal boats in a marina under cloudy weather.,pedal boat,marina,cloudy,Two
1606,Three pedal boats in a marina under cloudy weather.,pedal boat,marina,cloudy,Three
1607,"

Cloudy marina with several pedal boats tied to the dock.",pedal boat,marina,cloudy,Multiple
1608,"

A pedal boat anchored in the marina during a rainy day.",pedal boat,marina,rainy,Single
1609,Two pedal boats in a marina during rainy weather.,pedal boat,marina,rainy,Two
1610,Three pedal boats in a marina during rainy weather.,pedal boat,marina,rainy,Three
1611,"

A pedal boat anchored in the marina during a rainy day.",pedal boat,marina,rainy,Multiple
1612,"

A pedal boat anchored in the marina during a stormy weather.",pedal boat,marina,stormy,Single
1613,Two pedal boats in a marina during a storm.,pedal boat,marina,stormy,Two
1614,Three pedal boats in a marina during a storm.,pedal boat,marina,stormy,Three
1615,Pedal boats lined up in a marina during a stormy weather.,pedal boat,marina,stormy,Multiple
1616,"

A pedal boat in the marina, surrounded by ice floes and light snowfall.",pedal boat,marina,snowy,Single
1617,Two pedal boats in a marina under snowy weather.,pedal boat,marina,snowy,Two
1618,Three pedal boats in a marina under snowfall.,pedal boat,marina,snowy,Three
1619,"

A pedal boat anchored in the marina, surrounded by a blanket of fresh snow.",pedal boat,marina,snowy,Multiple
1620,"

A pedal boat anchored in the marina amidst foggy conditions.",pedal boat,marina,foggy,Single
1621,Two pedal boats in a marina shrouded in fog.,pedal boat,marina,foggy,Two
1622,Three pedal boats in a marina shrouded in fog.,pedal boat,marina,foggy,Three
1623,"

A pedal boat anchored in the marina, shrouded in fog.",pedal boat,marina,foggy,Multiple
1624,"

A pedal boat anchored in the marina, weathered by windy conditions.",pedal boat,marina,windy,Single
1625,Two pedal boats in a marina on a windy day.,pedal boat,marina,windy,Two
1626,Three pedal boats in a marina during windy weather.,pedal boat,marina,windy,Three
1627,"

Pedal boats lined up in a marina, weathered by windy conditions.",pedal boat,marina,windy,Multiple
1628,Clear day at the marina. A single pedal boat.,pedal boat,marina,clear,Single
1629,Two pedal boats in a marina under clear skies.,pedal boat,marina,clear,Two
1630,Three pedal boats in a marina with clear weather.,pedal boat,marina,clear,Three
1631,"

Clear day at the marina. Several pedal boats anchored. Water shimmers in the sunlight. Gentle waves lap against the boats. Sun warms the wooden decks. Peaceful scene. Pedal boats in clear water",pedal boat,marina,clear,Multiple
1632,"

A single pedal boat at the dock on a sunny day.",pedal boat,dock,sunny,Single
1633,Two pedal boats in a dock on a sunny day.,pedal boat,dock,sunny,Two
1634,Three pedal boats in a sunny dock.,pedal boat,dock,sunny,Three
1635,"

A sunny day at the dock with multiple pedal boats.",pedal boat,dock,sunny,Multiple
1636,"

A pedal boat at the dock on a cloudy day.",pedal boat,dock,cloudy,Single
1637,Two pedal boats in a dock during cloudy weather.,pedal boat,dock,cloudy,Two
1638,Three pedal boats in a dock during cloudy weather.,pedal boat,dock,cloudy,Three
1639,"

Cloudy day at the dock with multiple pedal boats.",pedal boat,dock,cloudy,Multiple
1640,"

A pedal boat at the dock during rainfall.",pedal boat,dock,rainy,Single
1641,Two pedal boats in a dock during rainy weather.,pedal boat,dock,rainy,Two
1642,Three pedal boats in a dock during rainy weather.,pedal boat,dock,rainy,Three
1643,"

A pedal boat moored at the dock during a rainy day.",pedal boat,dock,rainy,Multiple
1644,"

A pedal boat anchored at the dock during a stormy weather.",pedal boat,dock,stormy,Single
1645,Two pedal boats in a dock during a storm.,pedal boat,dock,stormy,Two
1646,Three pedal boats in a dock during a storm.,pedal boat,dock,stormy,Three
1647,Multiple pedal boats in a dock during a storm.,pedal boat,dock,stormy,Multiple
1648,"

A pedal boat at the dock, surrounded by a blanket of snow.",pedal boat,dock,snowy,Single
1649,Two pedal boats in a dock during a snowfall.,pedal boat,dock,snowy,Two
1650,Three pedal boats in a dock during a snowfall.,pedal boat,dock,snowy,Three
1651,"

A pedal boat, frozen in the dock, under a blanket of snow.",pedal boat,dock,snowy,Multiple
1652,"

A pedal boat at the dock in the foggy weather.",pedal boat,dock,foggy,Single
1653,Two pedal boats in a foggy dock.,pedal boat,dock,foggy,Two
1654,Three pedal boats in a foggy dock.,pedal boat,dock,foggy,Three
1655,"

A pedal boat anchored in the foggy dock.",pedal boat,dock,foggy,Multiple
1656,"

A pedal boat anchored at the dock, weathered by windy conditions.",pedal boat,dock,windy,Single
1657,Two pedal boats in a dock during windy weather.,pedal boat,dock,windy,Two
1658,Three pedal boats at a dock during a windy day.,pedal boat,dock,windy,Three
