prompt,class,environment,style,amount
"Three of a bed in the laundry room with a scscan scandinavian style.

Three of a bed in the laundry room with a Scandinavian style.",bed,laundry room,scandinavian,Three
"

A Scandinavian-style laundry room with a multiple of a bed for folding clothes.",bed,laundry room,scandinavian,Multiple
A single bed in the laundry room with a messy style.,bed,laundry room,messy,Single
Two beds in the laundry room with a messy style.,bed,laundry room,messy,Two
Three of a bed in the laundry room with a messy style.,bed,laundry room,messy,Three
"

A messy laundry room with a worn-out bed in the corner.",bed,laundry room,messy,Multiple
A single bed in a clean laundry room.,bed,laundry room,clean,Single
Two beds in a clean laundry room.,bed,laundry room,clean,Two
Three of a bed in the laundry room with a clean style.,bed,laundry room,clean,Three
A clean laundry room with a multiple of a bed.,bed,laundry room,clean,Multiple
A single bed in the laundry room with a cozy style.,bed,laundry room,cozy,Single
Two beds in the laundry room with a cozy style.,bed,laundry room,cozy,Two
Three of a bed in the laundry room with a cozy style.,bed,laundry room,cozy,Three
A multiple of a cozy bed in the laundry room.,bed,laundry room,cozy,Multiple
A modern style single bed in the basement.,bed,basement,modern,Single
A modern style bed in the basement.,bed,basement,modern,Two
Three beds in a modern basement.,bed,basement,modern,Three
Modern basement bedroom with a bed.,bed,basement,modern,Multiple
"

Minimalist style basement bedroom with a single bed.",bed,basement,minimalist,Single
A minimalist style bed in the basement.,bed,basement,minimalist,Two
Three of a bed in the basement with a minimalist style.,bed,basement,minimalist,Three
"

Minimalist basement with a bed, concrete walls, and exposed pipes. The bed is a simple platform with clean lines, no headboard or footboard. Mattress is white and firm, with a single throw pillow in a neutral",bed,basement,minimalist,Multiple
A single bed in the basement with a rustic style.,bed,basement,rustic,Single
A rustic style bed in the basement.,bed,basement,rustic,Two
Three of a bed in the basement with a rustic style.,bed,basement,rustic,Three
"

A rustic-style bed in the basement with worn wooden planks and woven rope detailing.",bed,basement,rustic,Multiple
"

A single bed in a basement with industrial elements, such as exposed brick walls, metal frame, and concrete floor.",bed,basement,industrial,Single
Two beds in the basement with an industrial style.,bed,basement,industrial,Two
Three beds in a raw concrete basement with industrial style.,bed,basement,industrial,Three
"

A basement with an industrial style, featuring a multiple of a bed.",bed,basement,industrial,Multiple
"

A single bed in the basement, upholstered in soft velvet, with a plush headboard and footboard, adorned with gold accents and crystal embellishments.",bed,basement,luxury,Single
"A two-bedroom suite in the basement with a plush, opulent design.",bed,basement,luxury,Two
Three beds in a finished basement with plush linens and velvet upholstered headboards.,bed,basement,luxury,Three
"

A basement bedroom with a plush, king-sized bed upholstered in velvet, adorned with silk pillows and a cashmere throw. The room is decorated in a luxurious, Moroccan style with",bed,basement,luxury,Multiple
"

A vintage-style single bed in the basement.",bed,basement,vintage,Single
A vintage style bed in the basement.,bed,basement,vintage,Two
Three of a vintage bed in the basement.,bed,basement,vintage,Three
"

A vintage-style bed in the basement with worn wooden slats and floral print bedding.",bed,basement,vintage,Multiple
"

A single bed in the basement with Scandinavian decor. Wooden bed frame, white linen sheets, and a woolen throw blanket. Simple, minimalist design.",bed,basement,scandinavian,Single
"

Two beds in a basement with a Scandinavian style.",bed,basement,scandinavian,Two
"Three beds in a cool, dimly lit basement with a scandinavian style.",bed,basement,scandinavian,Three
"

A Scandinavian-style basement with a multi-bed setup.",bed,basement,scandinavian,Multiple
A single bed in the basement with a messy style.,bed,basement,messy,Single
A messy style two bed in the basement.,bed,basement,messy,Two
Three of a bed in the basement with a messy style.,bed,basement,messy,Three
"

A cluttered basement with a worn-out bed.",bed,basement,messy,Multiple
"

A clean-styled single bed in the basement.",bed,basement,clean,Single
A clean-styled bed in the basement.,bed,basement,clean,Two
Three of a bed in the basement with a clean style.,bed,basement,clean,Three
"

A clean-styled basement with a multiple of a bed.",bed,basement,clean,Multiple
A single bed in the basement with a cozy style.,bed,basement,cozy,Single
A cozy bed in the basement.,bed,basement,cozy,Two
Three of a bed in the basement with a cozy style.,bed,basement,cozy,Three
"

A cozy basement bedroom with a full-sized bed and plush rugs.",bed,basement,cozy,Multiple
"

Modern style single bed in the garden.",bed,garden,modern,Single
Two beds in a garden with a modern style.,bed,garden,modern,Two
Three of a bed in the garden with a modern style.,bed,garden,modern,Three
"

A modern-style bed placed in a garden with lush greenery surrounding it.",bed,garden,modern,Multiple
"

Minimalist style garden bed. Single size.",bed,garden,minimalist,Single
Two beds in a minimalist garden setting.,bed,garden,minimalist,Two
Three small beds in a minimalist garden setting.,bed,garden,minimalist,Three
"

Minimalist style garden with a single bed made of natural stone slabs, surrounded by pebbles and a few succulent plants.",bed,garden,minimalist,Multiple
"

A rustic garden bed with weathered wood slats and soft, overgrown edges.",bed,garden,rustic,Single
Two rustic beds in the garden.,bed,garden,rustic,Two
Three of a bed in the garden with a rustic style.,bed,garden,rustic,Three
"

A rustic-style bed in the garden, surrounded by flowers and greenery.",bed,garden,rustic,Multiple
"

Industrial-style single bed in a garden setting.",bed,garden,industrial,Single
Two industrial-style beds in a garden setting.,bed,garden,industrial,Two
Three of industrial-style beds in a garden setting.,bed,garden,industrial,Three
"

Industrial-style garden bed with metal frame and concrete finish.",bed,garden,industrial,Multiple
"

A single bed with plush cushions, adorned with silk sheets and a canopy of ivy and fairy lights, nestled among fragrant roses and colorful blooms in a lush garden setting.",bed,garden,luxury,Single
"

Two beds in a lush garden, each adorned with plush cushions and silk linens, surrounded by fragrant roses and vibrant foliage.",bed,garden,luxury,Two
"Three of the most luxurious garden beds, adorned with plush cushions and draped in silken fabrics.",bed,garden,luxury,Three
"

A luxurious bed set in a lush garden, surrounded by vibrant flowers and greenery. The bed is adorned with plush cushions and silken sheets, creating a serene and inviting atmosphere. The can",bed,garden,luxury,Multiple
"

A vintage bed in the garden, adorned with floral prints and intricate carvings.",bed,garden,vintage,Single
Two vintage beds in a garden setting.,bed,garden,vintage,Two
Three of a bed in the garden with a vintage style.,bed,garden,vintage,Three
"

A vintage bed set in a lush garden, surrounded by colorful flowers and greenery.",bed,garden,vintage,Multiple
"

A single bed in a garden, styled with Scandinavian elements.",bed,garden,scandinavian,Single
"

Two beds in a garden with a Scandinavian style.",bed,garden,scandinavian,Two
Three of a bed in the garden with a scandinavian style.,bed,garden,scandinavian,Three
"

A Scandinavian-style bed in the garden, surrounded by greenery and flowers.",bed,garden,scandinavian,Multiple
"

A bed made of weathered wood, hidden among overgrown flowers and vines in a garden.",bed,garden,messy,Single
Two beds in the garden with a messy style.,bed,garden,messy,Two
Three of a bed in the garden with a messy style.,bed,garden,messy,Three
"

A messy garden bed with various plants and flowers, filled with mismatched pillows and blankets for a bohemian look.",bed,garden,messy,Multiple
"

Single bed in a clean garden setting.",bed,garden,clean,Single
Two beds in a garden with a clean design.,bed,garden,clean,Two
Three of a bed in the garden with a clean style.,bed,garden,clean,Three
"

A garden bed with a clean, minimalist design.",bed,garden,clean,Multiple
"

A single bed in a garden, decorated with soft pillows and blankets, surrounded by colorful flowers and greenery.",bed,garden,cozy,Single
Two beds in the garden with a cozy style.,bed,garden,cozy,Two
Three of a bed in the garden with a cozy style.,bed,garden,cozy,Three
"

A garden bed with soft cushions and blankets, creating a cozy nook for relaxation.",bed,garden,cozy,Multiple
Modern patio with a single bed.,bed,patio,modern,Single
Two beds in a modern patio setting.,bed,patio,modern,Two
Three of a bed in a modern patio.,bed,patio,modern,Three
Modern patio with a bed for two.,bed,patio,modern,Multiple
"

Minimalist style patio with a single bed.",bed,patio,minimalist,Single
Two bed cushions on a minimalist patio.,bed,patio,minimalist,Two
Three of a bed in the patio with a minimalist style.,bed,patio,minimalist,Three
Minimalist patio with a single bed.,bed,patio,minimalist,Multiple
"

Patio with a rustic bed.",bed,patio,rustic,Single
Two of a bed in the patio with a rustic style.,bed,patio,rustic,Two
Three of a bed in the patio with a rustic style.,bed,patio,rustic,Three
"

A patio with a rustic bed, featuring worn wooden slats and soft, earth-toned cushions.",bed,patio,rustic,Multiple
"

Patio with an industrial style: Single bed.",bed,patio,industrial,Single
Two industrial style beds in a patio setting.,bed,patio,industrial,Two
Three piece industrial style bed set in a patio.,bed,patio,industrial,Three
"

Patio with an industrial style: A bed made of metal pipes and planks, with rough textures and exposed bolts.",bed,patio,industrial,Multiple
"

A single bed with plush cushions and elegant linens, adorned with a canopy of sheer fabric and surrounded by lush greenery in a patio setting.",bed,patio,luxury,Single
"A two-tiered bed with plush cushions and intricate carvings, situated on a stone patio.",bed,patio,luxury,Two
Three-piece bed set in a patio with plush cushions and a canopy.,bed,patio,luxury,Three
"

A patio with a large, comfortable luxury bed surrounded by lush greenery and colorful cushions.",bed,patio,luxury,Multiple
"

A single bed with vintage patina in a sunlit patio setting.",bed,patio,vintage,Single
Two vintage beds in a patio setting.,bed,patio,vintage,Two
Three of a bed in the patio with a vintage style.,bed,patio,vintage,Three
"

A vintage patio with a multiple of a bed, adorned with floral prints and wrought iron details.",bed,patio,vintage,Multiple
"

A single bed in a patio with Scandinavian design elements.",bed,patio,scandinavian,Single
Two of a bed in the patio with a scandinavian style.,bed,patio,scandinavian,Two
Three of a bed in the patio with a scandinavian style.,bed,patio,scandinavian,Three
"

A patio with a Scandinavian-style bed, featuring clean lines and natural materials.",bed,patio,scandinavian,Multiple
"

Patio with a messy style, single bed.",bed,patio,messy,Single
Two pallets forming a bed in a messy patio.,bed,patio,messy,Two
