,prompt,class,environment,weather,amount
3172,"

A single boat in the city center amidst cloudy weather.",boat,city_center,cloudy,Single
3173,"

Two boats in the city center with a cloudy weather.",boat,city_center,cloudy,Two
3174,Three boats in city center with cloudy weather.,boat,city_center,cloudy,Three
3175,"

A boat anchored in the city center, surrounded by glassy water. The sky is overcast with thick, grey clouds.",boat,city_center,cloudy,Multiple
3176,"

A single boat in the city center amidst rainy weather.",boat,city_center,rainy,Single
3177,Two boats in the rainy city center.,boat,city_center,rainy,Two
3178,Three boats in the rainy city center.,boat,city_center,rainy,Three
3179,"

A rain-soaked boat in the city center.",boat,city_center,rainy,Multiple
3180,"

A solitary boat in the city center amidst stormy weather.",boat,city_center,stormy,Single
3181,Two boats in the city center amidst stormy weather.,boat,city_center,stormy,Two
3182,Three boats in city center amidst stormy weather.,boat,city_center,stormy,Three
3183,"

A boat anchored in the city center, stormy weather.",boat,city_center,stormy,Multiple
3184,"

A solitary boat anchored in the city center, surrounded by towering buildings. Snowflakes gently fall, blanketing the water and the vessel in a pristine layer of white.",boat,city_center,snowy,Single
3185,"Two boats in the city center, covered in snow.",boat,city_center,snowy,Two
3186,Three boats in the city center amidst snowfall.,boat,city_center,snowy,Three
3187,"

A snow-covered boat in the city center.",boat,city_center,snowy,Multiple
3188,"

A solitary boat in the city center, shrouded in fog.",boat,city_center,foggy,Single
3189,"

Two boats in the city center, shrouded in fog.",boat,city_center,foggy,Two
3190,"Three boats in the city center, shrouded in fog.",boat,city_center,foggy,Three
3191,"

A foggy city center with a moored boat shrouded in mist.",boat,city_center,foggy,Multiple
3192,"

A single boat in the city center amidst windy weather.",boat,city_center,windy,Single
3193,Two boats in the city center with windy weather.,boat,city_center,windy,Two
3194,Three boats in the city center amidst windy weather.,boat,city_center,windy,Three
3195,"

A red sailboat anchored in the city center, weathered by the wind. Several other boats bob up and down nearby, their sails flapping in the gusts. The water churns with whitecaps, and rain",boat,city_center,windy,Multiple
3196,"

A single boat in the city center with a clear weather.",boat,city_center,clear,Single
3197,Two boats in the city center with clear weather.,boat,city_center,clear,Two
3198,Three boats in the city center with clear weather.,boat,city_center,clear,Three
3199,"

Clear weather in city center, a boat anchored in the river.",boat,city_center,clear,Multiple
3200,"

A sunny day in the city. A man carries a bottle of water through the crowded streets.",bottle,city,sunny,Single
3201,Two bottles on a sunlit city street.,bottle,city,sunny,Two
3202,Three bottles on a sunlit city rooftop.,bottle,city,sunny,Three
3203,"

Sunny day in the city. A man carrying a brown paper bag with several bottles inside.",bottle,city,sunny,Multiple
3204,"

A cloudy day in the city. A solitary bottle on a rain-slicked sidewalk.",bottle,city,cloudy,Single
3205,"

Two bottles in a city with cloudy weather.",bottle,city,cloudy,Two
3206,Three bottles in a city with cloudy weather.,bottle,city,cloudy,Three
3207,"

Cloudy day in the city. A group of people huddled around a table in a cozy cafe, each holding a bottle of steaming hot tea. Raindrops tapped against the windowpanes, creating a so",bottle,city,cloudy,Multiple
3208,"

A rain-soaked street, umbrellas puddled with water, a solitary bottle glistening in the dim light.",bottle,city,rainy,Single
3209,"

Two bottles in a city during rainy weather.",bottle,city,rainy,Two
3210,"Three bottles in a city alleyway, rain dripping from their edges.",bottle,city,rainy,Three
3211,"

A rainy city street, umbrellas dotting the scene, a lone bottle reflects the neon lights.",bottle,city,rainy,Multiple
3212,"

A solitary bottle, weathered by the storm, on a deserted city street.",bottle,city,stormy,Single
3213,"

Two bottles in a city during a storm.",bottle,city,stormy,Two
3214,Three bottles on a rainy city street.,bottle,city,stormy,Three
3215,"

A bottle on a rain-soaked cobblestone street, umbrellas flipping inside out in the gusty wind.",bottle,city,stormy,Multiple
3216,"

A snow-covered city street, a solitary bottle of wine peeking out from beneath a mound of fresh snow.",bottle,city,snowy,Single
3217,"

Two bottles in a city, covered in snow.",bottle,city,snowy,Two
3218,Three bottles in a snowy city.,bottle,city,snowy,Three
3219,"

A snow-covered cityscape with numerous bottles scattered on the frozen ground.",bottle,city,snowy,Multiple
3220,"

A foggy city street, a solitary bottle glistening on the damp pavement.",bottle,city,foggy,Single
3221,"

Two bottles in a city, shrouded in fog.",bottle,city,foggy,Two
3222,"Three bottles in a city, shrouded in fog.",bottle,city,foggy,Three
3223,"

A foggy city street, a lone bottle on the cobblestones.",bottle,city,foggy,Multiple
3224,"

A single bottle on a windy city rooftop.",bottle,city,windy,Single
3225,"

Two bottles in a windy city.",bottle,city,windy,Two
3226,Three bottles in a windy city square.,bottle,city,windy,Three
3227,"

A windy city street, lined with tall buildings, a lone bottle tumbles along the pavement.",bottle,city,windy,Multiple
3228,"

A clear day in the city. A solitary bottle on a cobblestone street.",bottle,city,clear,Single
3229,"

Two bottles in a city with clear weather.",bottle,city,clear,Two
3230,Three bottles in a city with clear weather.,bottle,city,clear,Three
3231,"

Clear weather in the city. A man with a brown paper bag, holding two bottles.",bottle,city,clear,Multiple
3232,"

A single bottle in the forest, surrounded by tall trees, under a clear, sunny sky.",bottle,forest,sunny,Single
3233,"Two bottles in the forest, sunny weather.",bottle,forest,sunny,Two
3234,Three bottles in a sunlit forest.,bottle,forest,sunny,Three
3235,"

A sunny day in the forest. A solitary bottle rests on a moss-covered log.",bottle,forest,sunny,Multiple
3236,"

A solitary bottle amidst the forest, surrounded by towering trees, with a cloudy sky overhead.",bottle,forest,cloudy,Single
3237,"

Two bottles in a forest, shrouded in cloudy weather.",bottle,forest,cloudy,Two
3238,"Three bottles in a forest, cloudy weather.",bottle,forest,cloudy,Three
3239,"

A bottle among the forest floor, shrouded in a cloudy weather.",bottle,forest,cloudy,Multiple
3240,"

A solitary bottle, nestled among the forest floor's damp foliage, under a canopy of trees swaying in the rain.",bottle,forest,rainy,Single
3241,"

Two bottles in a forest during rainy weather.",bottle,forest,rainy,Two
3242,Three bottles among the trees in a rainy forest.,bottle,forest,rainy,Three
3243,"

A bottle among the fallen autumn leaves, rain dripping from its neck. A forest in the rain.",bottle,forest,rainy,Multiple
3244,"

A solitary bottle amidst the forest, weathered by the storm.",bottle,forest,stormy,Single
3245,"

Two bottles in a forest, stormy weather.",bottle,forest,stormy,Two
3246,Three bottles among the forest foliage during a storm.,bottle,forest,stormy,Three
3247,"

A bottle among fallen autumn leaves in a stormy forest.",bottle,forest,stormy,Multiple
3248,"

A solitary bottle, nestled among the trees in a snowy forest.",bottle,forest,snowy,Single
3249,"

Two bottles in a forest, covered in snow.",bottle,forest,snowy,Two
3250,Three bottles among the trees in a snowy forest.,bottle,forest,snowy,Three
3251,"

A bottle among fallen leaves, encased in a winter wonderland. Snowflakes gently land on its surface, creating a tranquil scene in the forest.",bottle,forest,snowy,Multiple
3252,"

A solitary bottle, nestled among the trees in a foggy forest.",bottle,forest,foggy,Single
3253,"

Two bottles in a forest, shrouded in fog.",bottle,forest,foggy,Two
3254,Three bottles in a foggy forest.,bottle,forest,foggy,Three
3255,"

A foggy forest, a solitary bottle half-hidden among the mossy tree roots.",bottle,forest,foggy,Multiple
3256,"

A solitary bottle amidst the forest, surrounded by towering trees. The wind whistles through the leaves, causing them to rustle and dance. The bottle, once filled with an unknown liquid, now sits empty, its label faded",bottle,forest,windy,Single
3257,"

Two bottles in a forest, weathered by the wind.",bottle,forest,windy,Two
3258,Three bottles among the trees in a windy forest.,bottle,forest,windy,Three
3259,"

A bottle among fallen autumn leaves, swaying gently in the wind. A forest scene with a solitary bottle caught in the gusts. A windy day in the forest, a bottle half-hidden among the undergrowth.",bottle,forest,windy,Multiple
3260,"

A single bottle in the forest, surrounded by tall trees with clear skies above.",bottle,forest,clear,Single
3261,"

Two bottles in a forest, clear weather.",bottle,forest,clear,Two
3262,"Three bottles in a forest clearing, under a clear sky.",bottle,forest,clear,Three
3263,"

A clear forest day. A solitary bottle on the forest floor.",bottle,forest,clear,Multiple
3264,"

A solitary bottle on a sun-kissed mountain peak.",bottle,mountain,sunny,Single
3265,A two-bottle collection on a mountain peak under sunny weather.,bottle,mountain,sunny,Two
3266,Three bottles on a mountain peak under a sunny sky.,bottle,mountain,sunny,Three
3267,"

A sunny mountain landscape with several bottles scattered among the rocks.",bottle,mountain,sunny,Multiple
3268,"

A solitary bottle on a mountain peak, shrouded in cloudy weather.",bottle,mountain,cloudy,Single
3269,"

A bottle nestled among rocks on a mountain peak, shrouded in cloudy weather.",bottle,mountain,cloudy,Two
3270,"Three bottles on a mountain peak, shrouded in cloudy weather.",bottle,mountain,cloudy,Three
3271,"

A cloudy mountain peak with several empty bottles scattered around.",bottle,mountain,cloudy,Multiple
3272,"

A solitary bottle on a mountain peak, shrouded in rainy mist.",bottle,mountain,rainy,Single
3273,"

A two-bottle collection on a mountain peak amidst rainy weather.",bottle,mountain,rainy,Two
3274,Three bottles on a mountain peak in the rain.,bottle,mountain,rainy,Three
3275,"

A rainy mountain with numerous bottles scattered around.",bottle,mountain,rainy,Multiple
3276,"

A solitary bottle on a mountain peak, shrouded in stormy weather.",bottle,mountain,stormy,Single
3277,"

Two bottles on a mountain peak amidst stormy weather.",bottle,mountain,stormy,Two
3278,Three bottles on a mountain peak amidst stormy weather.,bottle,mountain,stormy,Three
3279,"

A bottle at the mountain peak amidst stormy weather.",bottle,mountain,stormy,Multiple
3280,"

A solitary bottle nestled among snow-capped mountains, under a sky blanketed with white clouds.",bottle,mountain,snowy,Single
3281,"

A two-bottle collection on a snowy mountain peak.",bottle,mountain,snowy,Two
3282,Three bottles on a snowy mountain peak.,bottle,mountain,snowy,Three
3283,"

A snow-covered mountain peak, dotted with numerous bottles.",bottle,mountain,snowy,Multiple
3284,"

A solitary bottle nestled among the boulders of a mountain range, enshrouded in a thick, foggy mist.",bottle,mountain,foggy,Single
3285,"

A two-bottle collection on a mountain peak, shrouded in fog.",bottle,mountain,foggy,Two
3286,Three bottles in the foggy mountain.,bottle,mountain,foggy,Three
3287,"

A foggy mountain with numerous bottles scattered around.",bottle,mountain,foggy,Multiple
3288,"

A solitary bottle on a mountain peak, surrounded by gusting winds.",bottle,mountain,windy,Single
3289,"

Two bottles on a mountain peak, weathered by the wind.",bottle,mountain,windy,Two
